sale_id,product_id,sale_date,quantity,revenue,year,month,unit_price
43,81,2023-11-09,28,9008.44,2023,11,321.73
44,196,2024-07-18,29,4852.28,2024,7,167.32
45,434,2024-03-06,45,17068.05,2024,3,379.28999999999996
46,206,2023-12-06,16,5664.48,2023,12,354.03
47,211,2024-09-29,21,9318.33,2024,9,443.73
48,167,2023-08-14,34,21945.3,2023,8,645.4499999999999
49,172,2024-07-30,18,7190.46,2024,7,399.47
50,341,2023-10-03,31,19915.64,2023,10,642.4399999999999
51,113,2024-03-18,39,4453.8,2024,3,114.2
52,203,2023-03-08,36,6746.4,2023,3,187.39999999999998
53,110,2023-11-09,36,15372.72,2023,11,427.02
54,429,2023-08-27,44,10191.28,2023,8,231.62
55,342,2023-10-31,6,2828.82,2023,10,471.47
56,461,2023-08-10,50,22503.5,2023,8,450.07
57,150,2023-09-09,14,9208.5,2023,9,657.75
58,466,2024-11-08,20,4603.4,2024,11,230.17
59,357,2023-09-16,13,7281.56,2023,9,560.12
60,129,2024-02-23,9,4573.8,2024,2,508.20000000000005
61,299,2023-10-23,6,2876.34,2023,10,479.39000000000004
62,187,2023-01-23,17,3283.55,2023,1,193.15
63,412,2023-03-03,5,3924.9,2023,3,784.98
64,267,2024-11-17,49,7902.23,2024,11,161.26999999999998
65,347,2024-09-13,40,32006.71875,2024,9,802.49
66,217,2023-06-22,37,20761.81,2023,6,561.13
67,102,2024-08-17,44,30021.64,2024,8,682.31
68,122,2024-09-15,19,14528.54,2024,9,764.6600000000001
69,155,2024-06-11,6,1098.9,2024,6,183.15
70,260,2023-09-09,14,8832.74,2023,9,630.91
71,292,2024-06-29,24,6003.84,2024,6,250.16
72,191,2024-03-16,17,3507.1,2024,3,206.29999999999998
73,322,2024-07-25,27,18287.91,2024,7,677.33
74,432,2024-08-14,9,2093.22,2024,8,232.57999999999998
75,202,2023-10-09,1,157.96,2023,10,157.96
76,310,2024-02-25,49,22921.22,2024,2,467.78000000000003
77,421,2023-09-29,35,12065.55,2023,9,344.72999999999996
78,303,2023-03-19,41,4806.84,2023,3,117.24000000000001
79,23,2023-11-10,6,662.64,2023,11,110.44
80,340,2024-06-26,24,7421.76,2024,6,309.24
81,70,2024-07-17,8,6857.36,2024,7,857.17
82,183,2024-07-03,31,18350.14,2024,7,591.9399999999999
83,308,2024-01-09,17,10903.97,2024,1,641.41
84,347,2023-02-14,34,27284.66,2023,2,802.49
85,314,2023-08-07,3,1871.94,2023,8,623.98
86,98,2024-05-29,43,31161.67,2024,5,724.6899999999999
87,158,2024-11-28,25,12972.25,2024,11,518.89
88,418,2024-07-18,1,248.28,2024,7,248.28
89,318,2023-10-14,30,15503.7,2023,10,516.7900000000001
90,355,2023-04-10,25,10860.5,2023,4,434.42
91,311,2023-09-19,28,9530.92,2023,9,340.39
92,19,2024-02-01,7,4893.84,2024,2,699.12
93,42,2023-03-19,4,1472.32,2023,3,368.08
94,304,2023-09-09,36,29649.96,2023,9,823.61
95,441,2024-07-18,2,447.86,2024,7,223.93
96,267,2024-08-03,6,967.62,2024,8,161.27
97,431,2023-04-11,2,303.22,2023,4,151.61
98,293,2024-01-29,5,624.05,2024,1,124.80999999999999
99,33,2024-08-02,5,572.35,2024,8,114.47
100,463,2024-01-13,5,1888.65,2024,1,377.73
101,423,2023-07-15,18,9379.26,2023,7,521.07
102,119,2023-02-17,18,9245.34,2023,2,513.63
103,302,2024-01-05,30,4621.2,2024,1,154.04
104,307,2023-09-21,49,11001.97,2023,9,224.52999999999997
105,464,2023-06-29,7,2702.28,2023,6,386.04
106,161,2024-10-27,21,3884.58,2024,10,184.98
107,98,2023-09-02,32,23190.08,2023,9,724.69
108,369,2024-08-24,50,8067.0,2024,8,161.34
109,47,2023-08-17,29,10967.22,2023,8,378.17999999999995
110,117,2023-09-19,19,16427.78,2023,9,864.6199999999999
111,457,2024-05-02,33,13712.82,2024,5,415.53999999999996
112,446,2024-05-03,49,32006.71875,2024,5,709.3100000000001
113,403,2023-08-12,43,16834.5,2023,8,391.5
114,458,2023-02-22,26,3217.76,2023,2,123.76
115,364,2023-04-07,36,13718.16,2023,4,381.06
116,186,2024-02-06,48,6740.16,2024,2,140.42
117,375,2023-09-22,1,206.03,2023,9,206.03
118,362,2023-05-06,3,1700.49,2023,5,566.83
119,443,2024-07-18,19,3655.03,2024,7,192.37
120,91,2024-05-28,12,2859.96,2024,5,238.33
121,380,2024-03-04,4,1908.36,2024,3,477.09
122,366,2023-02-13,30,19843.8,2023,2,661.4599999999999
123,278,2023-09-07,12,8041.2,2023,9,670.1
124,492,2024-02-06,41,14178.21,2024,2,345.81
125,475,2024-02-01,22,12013.54,2024,2,546.07
126,97,2024-01-25,42,32006.71875,2024,1,864.68
127,383,2023-01-08,15,2757.9,2023,1,183.86
128,380,2024-08-08,15,7156.35,2024,8,477.09000000000003
129,247,2023-08-10,26,18015.66,2023,8,692.91
130,363,2024-11-24,47,3692.32,2024,11,78.56
131,82,2024-02-11,33,13657.71,2024,2,413.86999999999995
132,347,2024-02-11,23,18457.27,2024,2,802.49
133,84,2023-09-20,29,19779.45,2023,9,682.0500000000001
134,126,2023-06-02,43,12698.76,2023,6,295.32
135,184,2024-10-31,45,10530.45,2024,10,234.01000000000002
136,266,2024-01-30,25,4600.25,2024,1,184.01
137,398,2023-09-23,42,31722.6,2023,9,755.3
138,210,2024-01-09,2,1093.7,2024,1,546.85
139,308,2024-08-06,49,31429.09,2024,8,641.41
140,282,2023-04-09,35,21605.15,2023,4,617.2900000000001
141,14,2024-08-06,35,12881.75,2024,8,368.05
142,259,2023-12-18,9,3208.14,2023,12,356.46
143,386,2023-02-19,32,10397.44,2023,2,324.92
144,334,2023-07-26,50,31601.5,2023,7,632.03
145,297,2023-10-26,2,394.16,2023,10,197.08
146,103,2024-02-09,10,6030.7,2024,2,603.0699999999999
147,266,2023-10-30,9,1656.09,2023,10,184.01
148,59,2024-03-15,38,4886.04,2024,3,128.58
149,178,2024-05-26,2,588.38,2024,5,294.19
150,229,2024-10-12,1,606.25,2024,10,606.25
151,483,2024-05-12,36,23525.64,2024,5,653.49
152,253,2023-12-06,47,18036.72,2023,12,383.76000000000005
153,261,2024-08-13,13,5875.87,2024,8,451.99
154,114,2023-01-20,32,3474.88,2023,1,108.59
155,325,2024-02-14,37,6009.17,2024,2,162.41
156,410,2023-12-07,26,19305.52,2023,12,742.52
157,1,2023-03-21,17,6171.51,2023,3,363.03000000000003
158,452,2023-06-16,15,11138.4,2023,6,742.56
159,278,2024-01-21,38,25463.8,2024,1,670.1
160,310,2024-07-30,11,5145.58,2024,7,467.78
161,400,2024-05-29,3,627.03,2024,5,209.01
162,421,2024-09-25,44,15168.12,2024,9,344.73
163,230,2023-02-17,48,32006.71875,2023,2,678.14
164,314,2023-12-16,16,9983.68,2023,12,623.98
165,455,2023-11-17,4,462.6,2023,11,115.65
166,265,2024-07-29,1,273.04,2024,7,273.04
167,276,2023-04-06,15,4343.25,2023,4,289.55
168,16,2024-07-09,14,4901.4,2024,7,350.09999999999997
169,91,2024-02-09,30,7149.9,2024,2,238.32999999999998
170,271,2023-10-20,1,135.98,2023,10,135.98
171,464,2023-06-26,35,13511.4,2023,6,386.03999999999996
172,152,2023-11-04,10,5078.4,2023,11,507.84
173,346,2023-09-06,42,15089.34,2023,9,359.27
174,76,2023-10-30,15,5524.65,2023,10,368.31
175,499,2023-11-05,12,2239.8,2023,11,186.65
176,314,2024-10-06,12,7487.76,2024,10,623.98
177,114,2023-06-27,4,434.36,2023,6,108.59
178,57,2023-08-14,28,2741.76,2023,8,97.92
179,115,2023-08-04,43,12343.58,2023,8,287.06
180,36,2023-11-03,29,21289.48,2023,11,734.12
181,299,2024-06-04,12,5752.68,2024,6,479.39000000000004
182,119,2023-05-12,33,16949.79,2023,5,513.63
183,291,2023-04-25,16,6270.08,2023,4,391.88
184,30,2023-04-10,24,16030.32,2023,4,667.93
185,472,2023-10-29,36,12593.16,2023,10,349.81
186,26,2024-11-20,9,6168.87,2024,11,685.43
187,342,2024-03-28,1,471.47,2024,3,471.47
188,134,2023-12-08,40,30746.8,2023,12,768.67
189,27,2023-12-09,5,1642.6,2023,12,328.52
190,264,2023-10-06,32,6427.2,2023,10,200.85
191,284,2023-08-13,40,21186.0,2023,8,529.65
192,114,2024-04-29,18,1954.62,2024,4,108.58999999999999
193,361,2024-05-04,23,5159.36,2024,5,224.32
194,369,2023-02-15,36,5808.24,2023,2,161.34
195,386,2023-02-25,30,9747.6,2023,2,324.92
196,443,2023-07-26,18,3462.66,2023,7,192.37
197,117,2024-04-21,44,32006.71875,2024,4,864.62
198,375,2023-07-13,44,9065.32,2023,7,206.03
199,4,2023-03-31,36,28303.56,2023,3,786.21
200,118,2024-07-21,4,574.52,2024,7,143.63
201,359,2023-10-27,23,3702.77,2023,10,160.99
202,145,2023-11-21,45,6095.25,2023,11,135.45
203,397,2023-06-14,35,20124.65,2023,6,574.99
204,405,2024-06-11,49,32006.71875,2024,6,766.14
205,303,2023-11-15,26,3048.24,2023,11,117.24
206,4,2024-06-04,16,12579.36,2024,6,786.21
207,399,2023-08-15,28,12568.92,2023,8,448.89
208,171,2024-01-09,20,5598.0,2024,1,279.9
209,479,2023-07-10,2,399.76,2023,7,199.88
210,20,2023-02-27,16,9679.04,2023,2,604.94
211,133,2023-06-21,26,12831.78,2023,6,493.53000000000003
212,182,2023-02-26,27,9232.38,2023,2,341.94
213,69,2023-06-20,43,3811.95,2023,6,88.64999999999999
214,76,2024-11-26,23,8471.13,2024,11,368.30999999999995
215,400,2024-03-15,39,8151.39,2024,3,209.01000000000002
216,244,2023-08-04,14,10899.14,2023,8,778.51
217,120,2023-03-04,23,7019.14,2023,3,305.18
218,383,2024-10-02,37,6802.82,2024,10,183.85999999999999
219,126,2023-08-20,22,6497.04,2023,8,295.32
220,86,2023-09-03,22,5670.5,2023,9,257.75
221,466,2024-05-14,29,6674.93,2024,5,230.17000000000002
222,27,2024-09-14,46,15111.92,2024,9,328.52
223,49,2023-11-19,20,12473.8,2023,11,623.6899999999999
224,442,2023-07-06,4,3157.92,2023,7,789.48
225,173,2024-07-22,14,10993.92,2024,7,785.28
226,230,2024-10-24,20,13562.8,2024,10,678.14
227,379,2023-10-22,29,16503.9,2023,10,569.1
228,119,2023-01-29,40,20545.2,2023,1,513.63
229,408,2023-02-28,20,3410.2,2023,2,170.51
230,291,2024-10-12,11,4310.68,2024,10,391.88000000000005
231,352,2024-04-13,2,511.86,2024,4,255.93
232,280,2023-09-28,10,2333.3,2023,9,233.33
233,239,2024-02-04,9,900.36,2024,2,100.04
234,273,2024-09-22,13,4821.57,2024,9,370.89
235,215,2024-01-23,34,3306.16,2024,1,97.24
236,350,2023-02-08,44,30982.16,2023,2,704.14
237,25,2024-10-28,40,13540.8,2024,10,338.52
238,426,2023-09-13,45,15525.9,2023,9,345.02
239,419,2024-11-29,38,21071.38,2024,11,554.51
240,379,2023-10-30,47,26747.7,2023,10,569.1
241,496,2024-07-19,31,18961.77,2024,7,611.67
242,460,2023-01-23,7,2358.16,2023,1,336.88
243,289,2024-09-02,4,970.8,2024,9,242.7
244,340,2023-08-27,46,14225.04,2023,8,309.24
245,131,2024-10-11,9,6002.82,2024,10,666.98
246,271,2024-09-01,41,5575.18,2024,9,135.98000000000002
247,480,2024-01-04,36,18198.0,2024,1,505.5
248,496,2024-10-03,5,3058.35,2024,10,611.67
249,494,2023-04-29,37,8932.91,2023,4,241.43
250,131,2024-12-01,7,4668.86,2024,12,666.9799999999999
251,442,2024-06-29,6,4736.88,2024,6,789.48
252,450,2024-03-02,40,23980.4,2024,3,599.51
253,438,2024-03-24,44,17933.52,2024,3,407.58
254,91,2024-10-08,44,10486.52,2024,10,238.33
255,68,2023-04-16,42,30165.66,2023,4,718.23
256,246,2024-07-18,41,23255.61,2024,7,567.21
257,29,2024-01-30,32,4696.96,2024,1,146.78
258,22,2023-01-22,18,8239.68,2023,1,457.76
259,184,2023-06-02,36,8424.36,2023,6,234.01000000000002
260,140,2024-02-24,32,17295.04,2024,2,540.47
261,29,2023-03-03,31,4550.18,2023,3,146.78
262,95,2023-08-13,21,11492.46,2023,8,547.26
263,416,2024-10-03,34,12791.48,2024,10,376.21999999999997
264,233,2023-08-08,49,7749.35,2023,8,158.15
265,460,2024-05-08,38,12801.44,2024,5,336.88
266,260,2023-07-07,27,17034.57,2023,7,630.91
267,166,2024-01-06,14,4376.26,2024,1,312.59000000000003
268,367,2024-03-25,45,14316.75,2024,3,318.15
269,135,2023-03-15,49,29741.53,2023,3,606.97
270,423,2024-06-21,36,18758.52,2024,6,521.07
271,40,2023-02-23,21,15897.84,2023,2,757.04
272,20,2023-07-23,17,10283.98,2023,7,604.9399999999999
273,175,2023-07-31,41,6814.61,2023,7,166.20999999999998
274,294,2023-12-04,22,12310.54,2023,12,559.57
275,144,2024-04-06,23,7623.12,2024,4,331.44
276,293,2024-03-01,12,1497.72,2024,3,124.81
277,455,2023-02-04,15,1734.75,2023,2,115.65
278,304,2024-07-30,31,25531.91,2024,7,823.61
279,71,2023-03-07,3,341.46,2023,3,113.82
280,448,2023-08-01,34,13231.1,2023,8,389.15000000000003
281,113,2024-10-13,41,4682.2,2024,10,114.19999999999999
282,61,2023-08-22,6,3117.9,2023,8,519.65
283,145,2023-01-07,34,4605.3,2023,1,135.45000000000002
284,208,2023-12-06,31,14449.72,2023,12,466.12
285,106,2023-01-23,13,9337.12,2023,1,718.24
286,42,2023-08-09,45,16563.6,2023,8,368.08
287,204,2024-08-20,35,11748.45,2024,8,335.67
288,97,2023-02-19,33,28534.44,2023,2,864.68
289,32,2023-04-23,43,6223.82,2023,4,144.73999999999998
290,244,2023-11-30,38,29583.38,2023,11,778.51
291,105,2024-07-07,5,3714.7,2024,7,742.9399999999999
292,261,2023-10-30,46,20791.54,2023,10,451.99
293,2,2024-07-19,46,30078.94,2024,7,653.89
294,257,2024-02-28,3,1760.97,2024,2,586.99
295,304,2023-07-13,45,32006.71875,2023,7,823.6099999999999
296,94,2024-07-04,18,4721.4,2024,7,262.29999999999995
297,290,2023-05-02,20,7481.6,2023,5,374.08000000000004
298,55,2023-10-18,11,916.19,2023,10,83.29
299,354,2023-06-20,47,27914.71,2023,6,593.93
300,214,2024-07-29,17,12221.3,2024,7,718.9
301,28,2024-06-21,7,973.7,2024,6,139.1
302,99,2023-03-20,48,22918.08,2023,3,477.46000000000004
303,450,2023-10-10,22,13189.22,2023,10,599.51
304,195,2024-08-02,39,18206.76,2024,8,466.84
305,467,2023-06-13,21,12023.76,2023,6,572.5600000000001
306,20,2023-03-10,49,29642.06,2023,3,604.94
307,56,2024-10-10,32,10253.76,2024,10,320.43
308,360,2024-03-29,50,15968.5,2024,3,319.37
309,215,2024-02-13,28,2722.72,2024,2,97.24
310,365,2023-07-11,31,17493.61,2023,7,564.3100000000001
311,80,2024-04-29,44,26560.6,2024,4,603.65
312,474,2024-08-22,46,9529.36,2024,8,207.16000000000003
313,165,2024-02-17,41,12474.66,2024,2,304.26
314,36,2024-11-20,47,32006.71875,2024,11,734.12
315,194,2023-05-07,32,11002.24,2023,5,343.82
316,312,2024-07-15,15,5919.3,2024,7,394.62
317,343,2023-10-04,11,2815.45,2023,10,255.95
318,354,2024-05-03,34,20193.62,2024,5,593.93
319,118,2023-10-14,50,7181.5,2023,10,143.63
320,73,2024-04-06,46,16115.64,2024,4,350.34
321,35,2024-05-20,43,4308.6,2024,5,100.2
322,62,2023-05-03,29,12992.58,2023,5,448.02
323,455,2023-01-07,6,693.9,2023,1,115.64999999999999
324,111,2023-05-22,22,18254.5,2023,5,829.75
325,268,2024-08-20,50,12232.5,2024,8,244.65
326,231,2023-02-02,28,9798.04,2023,2,349.93
327,126,2023-11-04,50,14766.0,2023,11,295.32
328,78,2024-09-13,4,1778.68,2024,9,444.67
329,342,2024-06-26,3,1414.41,2024,6,471.47
330,443,2024-06-14,38,7310.06,2024,6,192.37
331,107,2023-10-23,16,10310.56,2023,10,644.41
332,255,2023-06-15,28,6444.2,2023,6,230.15
333,291,2024-11-25,43,16850.84,2024,11,391.88
334,418,2023-05-29,50,12414.0,2023,5,248.28
335,403,2024-10-02,38,14877.0,2024,10,391.5
336,311,2023-12-12,40,13615.6,2023,12,340.39
337,263,2024-04-05,47,5837.4,2024,4,124.19999999999999
338,384,2024-04-17,8,5544.64,2024,4,693.08
339,28,2024-09-13,21,2921.1,2024,9,139.1
340,111,2024-09-26,16,13276.0,2024,9,829.75
341,449,2024-05-02,7,965.51,2024,5,137.93
342,89,2023-09-28,11,4712.29,2023,9,428.39
343,1,2023-03-30,22,7986.66,2023,3,363.03
344,192,2023-08-15,11,3408.79,2023,8,309.89
345,330,2024-10-17,14,7802.9,2024,10,557.35
346,3,2023-01-28,40,11275.2,2023,1,281.88
347,195,2024-11-01,40,18673.6,2024,11,466.84
348,327,2023-04-26,14,3527.44,2023,4,251.96
349,64,2024-04-03,35,10818.5,2024,4,309.1
350,150,2024-08-16,13,8550.75,2024,8,657.75
351,363,2023-10-21,40,3142.4,2023,10,78.56
352,135,2024-08-15,19,11532.43,2024,8,606.97
353,132,2024-05-05,16,6106.08,2024,5,381.63
354,352,2023-12-31,2,511.86,2023,12,255.93
355,319,2024-11-14,11,9197.43,2024,11,836.13
356,275,2023-09-02,21,3517.29,2023,9,167.49
357,474,2024-08-20,15,3107.4,2024,8,207.16
358,112,2024-02-12,34,18294.72,2024,2,538.08
359,476,2023-01-08,3,1568.58,2023,1,522.86
360,498,2023-02-07,22,3161.4,2023,2,143.70000000000002
361,431,2024-07-07,14,2122.54,2024,7,151.60999999999999
362,437,2023-09-26,28,10836.0,2023,9,387.0
363,281,2023-11-30,32,6414.4,2023,11,200.45
364,248,2023-02-16,34,16044.6,2023,2,471.90000000000003
365,336,2024-03-27,8,4955.92,2024,3,619.49
366,369,2024-08-11,44,7098.96,2024,8,161.34
367,164,2023-02-28,48,24871.68,2023,2,518.16
368,487,2024-03-22,31,5233.73,2024,3,168.82999999999998
369,396,2023-02-28,28,10759.28,2023,2,384.26000000000005
370,65,2024-06-19,16,4661.12,2024,6,291.32
371,259,2024-06-21,43,15327.78,2024,6,356.46000000000004
372,331,2024-01-18,18,8349.84,2024,1,463.88
373,368,2024-08-13,2,1153.82,2024,8,576.91
374,454,2023-04-22,21,4916.94,2023,4,234.14
375,375,2024-01-13,36,7417.08,2024,1,206.03
376,9,2023-05-15,20,6020.6,2023,5,301.03000000000003
377,440,2024-03-28,23,11846.61,2024,3,515.07
378,38,2023-11-20,50,6694.5,2023,11,133.89
379,147,2024-11-25,41,20061.71,2024,11,489.31
380,500,2023-10-01,28,2255.68,2023,10,80.55999999999999
381,394,2023-03-18,33,19274.97,2023,3,584.09
382,210,2024-07-25,1,546.85,2024,7,546.85
383,338,2024-08-03,47,13535.53,2024,8,287.99
384,293,2024-09-28,44,5491.64,2024,9,124.81
385,4,2023-06-02,23,18082.83,2023,6,786.21
386,350,2024-06-09,28,19715.92,2024,6,704.14
387,49,2023-11-29,10,6236.9,2023,11,623.6899999999999
388,483,2023-02-20,10,6534.9,2023,2,653.49
389,189,2024-07-16,14,2780.12,2024,7,198.57999999999998
390,494,2023-10-23,32,7725.76,2023,10,241.43
391,21,2023-02-06,32,5059.52,2023,2,158.11
392,262,2024-10-16,33,8514.99,2024,10,258.03
393,342,2024-03-05,24,11315.28,2024,3,471.47
394,61,2023-03-10,26,13510.9,2023,3,519.65
395,124,2023-11-23,36,13943.88,2023,11,387.33
396,349,2024-06-08,2,344.3,2024,6,172.15
397,135,2023-03-06,15,9104.55,2023,3,606.9699999999999
398,469,2024-09-24,13,5052.32,2024,9,388.64
399,386,2023-01-17,9,2924.28,2023,1,324.92
400,299,2023-09-20,28,13422.92,2023,9,479.39
401,391,2023-01-16,15,6415.95,2023,1,427.72999999999996
402,8,2024-01-05,20,2601.0,2024,1,130.05
403,197,2023-11-12,20,4554.0,2023,11,227.7
404,461,2023-09-23,49,22053.43,2023,9,450.07
405,84,2024-05-20,26,17733.3,2024,5,682.05
406,56,2023-08-09,8,2563.44,2023,8,320.43
407,163,2024-10-29,40,12073.6,2024,10,301.84000000000003
408,23,2024-01-07,9,993.96,2024,1,110.44
409,96,2023-07-16,28,3050.6,2023,7,108.95
410,384,2023-08-28,31,21485.48,2023,8,693.08
411,44,2024-07-25,33,18963.45,2024,7,574.65
412,67,2023-02-15,4,927.72,2023,2,231.93
413,311,2024-02-28,27,9190.53,2024,2,340.39000000000004
414,293,2024-06-28,41,5117.21,2024,6,124.81
415,16,2023-09-04,44,15404.4,2023,9,350.09999999999997
416,104,2023-11-19,33,6484.83,2023,11,196.51
417,346,2023-09-27,39,14011.53,2023,9,359.27000000000004
418,199,2023-05-16,19,2956.4,2023,5,155.6
419,318,2024-09-10,20,10335.8,2024,9,516.79
420,96,2023-07-25,15,1634.25,2023,7,108.95
421,124,2024-08-30,19,7359.27,2024,8,387.33000000000004
422,281,2024-08-13,32,6414.4,2024,8,200.45
423,482,2023-08-05,39,5117.58,2023,8,131.22
424,416,2023-09-28,48,18058.56,2023,9,376.22
425,169,2024-07-31,33,12789.81,2024,7,387.57
426,246,2024-07-07,1,567.21,2024,7,567.21
427,170,2024-10-29,41,22123.6,2024,10,539.5999999999999
428,29,2024-09-12,6,880.68,2024,9,146.78
429,162,2024-02-15,35,2871.05,2024,2,82.03
430,340,2023-10-17,41,12678.84,2023,10,309.24
431,427,2023-05-15,34,20712.12,2023,5,609.18
432,49,2024-08-08,50,31184.5,2024,8,623.69
433,16,2023-05-09,25,8752.5,2023,5,350.1
434,121,2024-03-19,45,32006.71875,2024,3,853.56
435,393,2023-03-11,8,781.68,2023,3,97.71
436,216,2023-06-29,39,11755.77,2023,6,301.43
437,233,2023-09-07,37,5851.55,2023,9,158.15
438,360,2024-02-03,50,15968.5,2024,2,319.37
439,34,2024-08-27,28,13950.72,2024,8,498.23999999999995
440,308,2023-07-13,21,13469.61,2023,7,641.4100000000001
441,379,2024-01-22,27,15365.7,2024,1,569.1
442,162,2024-05-18,4,328.12,2024,5,82.03
443,340,2023-11-05,50,15462.0,2023,11,309.24
444,311,2023-06-01,18,6127.02,2023,6,340.39000000000004
445,479,2023-10-03,37,7395.56,2023,10,199.88000000000002
446,216,2023-02-22,22,6631.46,2023,2,301.43
447,412,2023-07-22,21,16484.58,2023,7,784.9800000000001
448,269,2023-11-13,33,6633.33,2023,11,201.01
449,163,2023-04-15,32,9658.88,2023,4,301.84
450,409,2024-02-01,37,22774.24,2024,2,615.5200000000001
451,430,2024-07-04,40,16550.0,2024,7,413.75
452,252,2023-02-11,6,3719.04,2023,2,619.84
453,30,2024-02-08,40,26717.2,2024,2,667.9300000000001
454,39,2024-09-18,50,6016.0,2024,9,120.32
455,95,2023-12-12,4,2189.04,2023,12,547.26
456,420,2023-03-28,28,1889.44,2023,3,67.48
457,152,2024-02-25,16,8125.44,2024,2,507.84
458,266,2024-09-28,40,7360.4,2024,9,184.01
459,171,2023-03-27,16,4478.4,2023,3,279.9
460,109,2023-01-31,26,11297.52,2023,1,434.52000000000004
461,153,2024-05-30,15,11992.95,2024,5,799.5300000000001
462,254,2024-01-23,9,1596.6,2024,1,177.39999999999998
463,65,2023-09-04,25,7283.0,2023,9,291.32
464,292,2023-04-09,25,6254.0,2023,4,250.16
465,423,2024-06-19,34,17716.38,2024,6,521.07
466,336,2024-01-02,6,3716.94,2024,1,619.49
467,274,2024-01-28,12,8998.92,2024,1,749.91
468,244,2024-10-07,33,25690.83,2024,10,778.5100000000001
469,328,2024-03-05,26,4647.5,2024,3,178.75
470,140,2023-01-15,26,14052.22,2023,1,540.47
471,40,2024-09-29,5,3785.2,2024,9,757.04
472,469,2023-05-22,22,8550.08,2023,5,388.64
473,28,2023-12-15,30,4173.0,2023,12,139.1
474,316,2024-03-24,6,4673.04,2024,3,778.84
475,241,2023-12-29,18,4198.14,2023,12,233.23000000000002
476,177,2024-04-23,18,6503.22,2024,4,361.29
477,167,2023-07-07,21,13554.45,2023,7,645.45
478,137,2024-06-02,4,1252.8,2024,6,313.2
479,126,2024-07-16,27,7973.64,2024,7,295.32
480,175,2023-07-03,13,2160.73,2023,7,166.21
481,238,2023-02-17,15,5127.9,2023,2,341.85999999999996
482,147,2023-07-06,4,1957.24,2023,7,489.31
483,21,2023-01-07,23,3636.53,2023,1,158.11
484,291,2024-10-28,41,16067.08,2024,10,391.88
485,38,2023-09-06,45,6025.05,2023,9,133.89000000000001
486,130,2023-11-21,37,28811.16,2023,11,778.68
487,214,2023-05-20,14,10064.6,2023,5,718.9
488,133,2023-03-01,36,17767.08,2023,3,493.53000000000003
489,10,2023-02-16,9,5848.56,2023,2,649.84
490,209,2024-01-18,31,3545.16,2024,1,114.36
491,84,2023-11-06,22,15005.1,2023,11,682.0500000000001
492,255,2023-05-31,37,8515.55,2023,5,230.14999999999998
493,392,2023-12-03,41,21512.29,2023,12,524.69
494,427,2024-07-20,2,1218.36,2024,7,609.18
495,244,2024-04-02,43,32006.71875,2024,4,778.51
496,96,2023-06-25,13,1416.35,2023,6,108.94999999999999
497,382,2023-10-06,7,1735.16,2023,10,247.88000000000002
498,340,2023-01-23,45,13915.8,2023,1,309.24
499,311,2024-05-19,6,2042.34,2024,5,340.39
500,358,2023-07-09,39,24461.58,2023,7,627.22
501,400,2024-01-19,9,1881.09,2024,1,209.01
