Sale_ID,Product_ID,Sale_Date,Quantity,Revenue
467,274,2024-01-28,12,8998.92
468,244,2024-10-07,33,25690.83
469,328,2024-03-05,26,4647.5
470,140,2023-01-15,26,14052.22
471,40,2024-09-29,5,3785.2
472,469,2023-05-22,22,8550.08
473,28,2023-12-15,30,4173.0
474,316,2024-03-24,6,4673.04
475,241,2023-12-29,18,4198.14
476,177,2024-04-23,18,6503.22
477,167,2023-07-07,21,13554.45
478,137,2024-06-02,4,1252.8
479,126,2024-07-16,27,7973.64
480,175,2023-07-03,13,2160.73
481,238,2023-02-17,15,5127.9
482,147,2023-07-06,4,1957.24
483,21,2023-01-07,23,3636.53
484,291,2024-10-28,41,16067.08
485,38,2023-09-06,45,6025.05
486,130,2023-11-21,37,28811.16
487,214,2023-05-20,14,10064.6
488,133,2023-03-01,36,17767.08
489,10,2023-02-16,9,5848.56
490,209,2024-01-18,31,3545.16
491,84,2023-11-06,22,15005.1
492,255,2023-05-31,37,8515.55
493,392,2023-12-03,41,21512.29
494,427,2024-07-20,2,1218.36
495,244,2024-04-02,43,33475.93
496,96,2023-06-25,13,1416.35
497,382,2023-10-06,7,1735.16
498,340,2023-01-23,45,13915.8
499,311,2024-05-19,6,2042.34
500,358,2023-07-09,39,24461.58
501,400,2024-01-19,9,1881.09
502,99,2024-10-30,21,10026.66
503,208,2023-07-10,29,13517.48
504,417,2023-10-21,32,2983.04
505,22,2024-10-09,36,16479.36
506,122,2023-08-23,36,27527.76
507,473,2024-04-26,5,414.05
508,131,2023-12-09,21,14006.58
509,423,2023-05-28,7,3647.49
510,121,2023-03-12,35,29874.6
511,282,2024-11-23,39,24074.31
512,129,2023-08-25,43,21852.6
513,130,2024-07-24,2,1557.36
514,28,2023-10-16,40,5564.0
515,66,2023-03-31,23,13975.72
516,74,2023-02-23,2,1348.76
517,420,2024-09-03,2,134.96
518,83,2024-10-21,34,17416.84
519,70,2023-07-05,29,24857.93
520,371,2023-05-11,48,8595.84
521,372,2023-07-18,24,6719.28
522,455,2023-09-29,41,4741.65
523,139,2024-07-17,50,36517.0
524,128,2023-04-02,35,26087.6
525,154,2024-08-07,19,6205.59
526,487,2023-04-07,14,2363.62
527,11,2024-11-12,26,19558.24
528,225,2024-10-21,25,8081.0
529,259,2023-05-31,32,11406.72
530,271,2024-01-27,13,1767.74
531,4,2023-08-14,39,30662.19
532,94,2023-02-16,47,12328.1
533,3,2024-08-16,25,7047.0
534,274,2023-05-03,27,20247.57
535,189,2024-09-13,21,4170.18
536,245,2024-01-05,10,5322.7
537,142,2023-11-16,24,13320.24
538,386,2024-02-25,23,7473.16
539,204,2024-06-25,44,14769.48
540,480,2023-08-29,6,3033.0
541,22,2023-01-02,8,3662.08
542,280,2024-01-21,5,1166.65
543,45,2023-01-24,27,17090.73
544,80,2023-12-15,42,25353.3
545,344,2023-01-27,41,29383.06
546,205,2024-10-01,43,8831.34
547,424,2024-07-14,34,22117.34
548,86,2023-10-11,35,9021.25
549,142,2024-07-17,42,23310.42
550,81,2024-04-15,12,3860.76
551,391,2024-10-06,48,20531.04
552,94,2024-11-16,28,7344.4
553,454,2024-09-15,17,3980.38
554,442,2023-05-18,4,3157.92
555,251,2023-02-03,35,17791.55
556,343,2023-11-03,43,11005.85
557,297,2023-07-18,11,2167.88
558,75,2024-10-23,5,647.8
559,273,2023-06-02,42,15577.38
560,270,2024-03-31,48,38940.0
561,70,2023-02-03,43,36858.31
562,386,2024-09-19,42,13646.64
563,367,2024-09-06,18,5726.7
564,471,2024-01-16,9,5237.55
565,200,2024-10-26,33,10309.53
566,396,2024-10-03,4,1537.04
567,163,2024-09-25,48,14488.32
568,480,2024-08-27,29,14659.5
569,291,2023-03-06,20,7837.6
570,390,2023-01-24,47,18872.85
571,335,2023-02-04,27,10514.88
572,381,2023-12-29,11,2758.91
573,9,2024-01-13,17,5117.51
574,197,2023-08-14,43,9791.1
575,433,2023-10-21,18,8811.72
576,441,2024-09-14,15,3358.95
577,398,2023-11-26,48,36254.4
578,176,2024-06-23,17,12763.09
579,465,2023-05-05,6,1171.86
580,315,2024-11-20,12,6353.76
581,263,2023-05-12,17,2111.4
582,366,2023-02-02,44,29104.24
583,85,2023-06-16,12,1363.68
584,260,2024-03-15,16,10094.56
585,331,2023-12-19,42,19482.96
586,189,2023-09-14,23,4567.34
587,155,2024-01-09,4,732.6
588,100,2024-06-07,38,16878.84
589,27,2024-08-02,44,14454.88
590,118,2023-05-19,49,7037.87
591,420,2023-03-08,16,1079.68
592,177,2023-10-13,11,3974.19
593,383,2024-08-23,8,1470.88
594,53,2024-06-15,28,4065.04
595,325,2024-09-20,6,974.46
596,110,2023-12-08,15,6405.3
597,122,2024-03-16,47,35939.02
598,276,2023-10-03,27,7817.85
599,83,2023-03-19,18,9220.68
600,450,2023-10-29,6,3597.06
601,302,2024-08-12,34,5237.36
602,104,2024-01-17,32,6288.32
603,95,2024-05-16,5,2736.3
604,130,2023-12-22,8,6229.44
605,489,2024-09-03,8,4025.12
606,369,2023-05-16,48,7744.32
607,60,2024-10-16,33,17634.87
608,267,2024-05-08,37,5966.99
609,208,2024-08-25,50,23306.0
610,144,2023-10-29,12,3977.28
611,463,2023-12-30,25,9443.25
612,11,2024-01-06,8,6017.92
613,14,2024-09-23,7,2576.35
614,427,2024-03-25,9,5482.62
615,383,2024-10-08,49,9009.14
616,34,2023-04-04,33,16441.92
617,119,2024-04-06,26,13354.38
618,423,2024-06-22,33,17195.31
619,385,2024-01-14,4,1566.04
620,152,2024-03-01,44,22344.96
621,330,2024-09-18,5,2786.75
622,197,2024-04-08,26,5920.2
623,155,2023-06-29,5,915.75
624,389,2023-07-16,3,513.45
625,418,2024-01-18,21,5213.88
626,225,2023-04-27,31,10020.44
627,339,2024-04-28,21,9332.82
628,232,2024-02-25,26,10025.08
629,162,2024-08-26,3,246.09
630,155,2024-01-25,7,1282.05
631,444,2024-08-09,50,17214.5
632,352,2023-05-03,3,767.79
633,145,2023-05-31,44,5959.8
634,435,2023-09-14,17,10357.93
635,476,2023-09-10,47,24574.42
636,137,2024-04-26,2,626.4
637,370,2023-06-18,42,31057.32
638,186,2023-01-25,49,6880.58
639,200,2023-08-24,36,11246.76
640,343,2023-06-11,49,12541.55
641,154,2023-04-27,47,15350.67
642,402,2024-07-19,45,22163.85
643,167,2024-01-24,13,8390.85
644,485,2024-02-03,47,26884.47
645,460,2023-02-02,25,8422.0
646,254,2024-06-15,37,6563.8
647,3,2023-08-04,24,6765.12
648,339,2024-04-19,26,11554.92
649,178,2023-01-15,12,3530.28
650,84,2024-05-15,11,7502.55
651,28,2023-12-07,15,2086.5
652,189,2023-07-03,8,1588.64
653,289,2023-03-26,3,728.1
654,72,2023-02-19,36,21577.68
655,305,2023-12-05,37,11619.48
656,252,2023-01-04,18,11157.12
657,248,2024-07-31,14,6606.6
658,65,2024-11-23,27,7865.64
659,357,2024-03-30,6,3360.72
660,477,2023-06-13,27,2376.81
661,283,2024-08-23,48,28351.68
662,375,2023-05-31,1,206.03
663,144,2024-08-01,1,331.44
664,389,2023-10-04,44,7530.6
665,49,2023-06-27,9,5613.21
666,453,2023-12-04,29,6157.57
667,363,2023-08-02,49,3849.44
668,403,2023-03-24,7,2740.5
669,286,2023-08-29,5,1091.75
670,219,2024-04-19,47,10836.79
671,259,2024-06-20,48,17110.08
672,96,2024-10-21,31,3377.45
673,99,2024-04-17,2,954.92
674,305,2023-06-09,25,7851.0
675,83,2024-06-05,45,23051.7
676,468,2024-11-02,32,20438.72
677,301,2023-03-02,44,10755.36
678,401,2023-05-06,25,9521.0
679,383,2024-02-25,25,4596.5
680,251,2023-06-30,24,12199.92
681,492,2023-06-29,44,15215.64
682,408,2024-11-23,13,2216.63
683,205,2024-07-28,10,2053.8
684,273,2023-10-07,47,17431.83
685,47,2024-04-01,8,3025.44
686,156,2023-02-04,16,1451.52
687,277,2023-03-22,45,36249.75
688,102,2023-02-03,40,27292.4
689,209,2024-01-31,6,686.16
690,109,2024-06-10,18,7821.36
691,82,2024-08-26,31,12829.97
692,105,2023-11-30,39,28974.66
693,29,2023-07-05,36,5284.08
694,459,2023-03-08,19,13246.8
695,29,2024-11-21,13,1908.14
696,105,2024-08-25,20,14858.8
697,321,2023-03-24,25,2916.0
698,452,2024-01-01,18,13366.08
699,90,2024-03-05,5,2660.15
700,119,2023-03-13,34,17463.42
701,122,2024-10-08,3,2293.98
702,215,2024-02-02,32,3111.68
703,293,2024-09-24,15,1872.15
704,231,2024-06-25,34,11897.62
705,65,2024-06-15,24,6991.68
706,292,2023-09-06,42,10506.72
707,356,2024-03-31,17,7371.71
708,497,2024-09-24,7,613.9
709,109,2024-04-28,47,20422.44
710,195,2023-07-20,35,16339.4
711,453,2024-03-20,24,5095.92
712,5,2023-03-18,47,17887.73
713,152,2023-08-23,46,23360.64
714,86,2023-01-06,30,7732.5
715,4,2023-11-07,48,37738.08
716,50,2024-04-06,48,23124.0
717,199,2023-08-26,9,1400.4
718,453,2024-01-15,32,6794.56
719,446,2024-11-01,36,25535.16
720,205,2023-04-04,25,5134.5
721,10,2024-02-29,47,30542.48
722,2,2023-09-12,32,20924.48
723,65,2023-11-05,42,12235.44
724,288,2024-04-14,14,3052.14
725,482,2023-04-22,3,393.66
726,403,2024-10-06,24,9396.0
727,150,2024-05-24,48,31572.0
728,441,2023-02-22,3,671.79
729,359,2023-04-03,6,965.94
730,93,2023-04-07,3,1099.23
731,409,2023-05-07,27,16619.04
732,453,2023-07-16,19,4034.27
733,227,2023-06-22,14,1325.52
734,482,2024-11-28,26,3411.72
735,94,2023-11-10,40,10492.0
736,103,2024-11-23,31,18695.17
737,356,2024-10-24,11,4769.93
738,442,2023-12-20,14,11052.72
739,376,2023-12-20,20,13440.4
740,400,2023-11-16,50,10450.5
741,228,2024-04-30,35,7763.7
742,134,2023-01-11,11,8455.37
743,161,2024-05-24,46,8509.08
744,14,2024-09-29,26,9569.3
745,49,2024-07-24,20,12473.8
746,209,2023-06-23,32,3659.52
747,174,2024-06-22,18,12514.32
748,373,2023-12-01,24,14601.36
749,397,2024-01-25,37,21274.63
750,487,2024-04-20,30,5064.9
751,340,2023-09-16,13,4020.12
752,329,2024-03-27,8,1721.44
753,469,2023-10-23,29,11270.56
754,308,2023-09-03,24,15393.84
755,331,2023-09-12,18,8349.84
756,2,2024-02-14,17,11116.13
757,126,2024-01-21,39,11517.48
758,156,2024-02-09,36,3265.92
759,245,2024-07-03,41,21823.07
760,292,2024-05-10,34,8505.44
761,489,2024-09-03,47,23647.58
762,254,2023-10-14,29,5144.6
763,418,2023-01-28,19,4717.32
764,465,2023-03-29,13,2539.03
765,67,2023-06-22,33,7653.69
766,17,2024-08-30,4,2338.88
767,168,2024-08-23,45,12765.6
768,48,2024-02-25,21,2866.29
769,98,2024-08-30,36,26088.84
770,81,2023-07-28,24,7721.52
771,465,2023-12-20,22,4296.82
772,398,2023-06-12,6,4531.8
773,489,2024-10-01,16,8050.24
774,279,2024-09-16,26,19306.3
775,395,2024-08-28,30,18315.3
776,35,2023-08-04,49,4909.8
777,95,2024-09-16,4,2189.04
